,Sandusky bayside water intake,Sandusky bayside water intake,Sandusky bayside water intake,Sandusky bayside water intake,Sandusky bayside water intake,Sandusky bayside water intake,Sandusky bayside water intake,Sandusky bayside water intake,Sandusky bayside water intake,Sandusky bayside water intake,Sandusky bayside water intake
Time (America/Detroit),Temperature,Sp Cond,pH,Turbidity,BGA-Phycocyanin RFU,BGA-PC RAW,Chlorophyll,Chlorophyll RFU,ODOSat,ODO,Battery
,C,uS/cm,,NTU,RFU,,ug/L,RFU,%,mg/L,V
10/21/15 6:15,11.22,326,8.25,20.15,2.3,2.24,7.5,1.9,88.8,9.74,13.1
10/21/15 6:00,11.22,328,8.32,26.55,2.5,2.44,8.9,2.2,92.5,10.15,13.1
10/21/15 5:45,11.18,323,8.33,22.29,2.5,2.4,8.8,2.2,93.4,10.25,13.1
10/21/15 5:30,11.2,320,8.28,28.14,2.3,2.25,7.7,1.9,91.1,9.99,13.1
10/21/15 5:15,11.2,321,8.33,23.19,2.5,2.39,8.3,2.1,93.8,10.29,13.1
10/21/15 5:00,11.16,321,8.38,24.46,2.6,2.49,7.8,1.9,95.9,10.53,13.2
10/21/15 4:45,11.21,316,8.39,21.54,2.6,2.49,9.4,2.3,95.5,10.47,13.1
10/21/15 4:30,11.35,311,8.35,18.28,2.3,2.2,7.2,1.8,92.7,10.13,13.2
10/21/15 4:15,11.38,311,8.39,17.77,2.3,2.25,6.5,1.6,94.8,10.35,13.2
10/21/15 4:00,11.4,310,8.42,18.06,2.4,2.36,8.3,2.1,95.7,10.45,13.2
10/21/15 3:45,11.41,311,8.42,18.09,2.4,2.32,9.2,2.3,95.6,10.44,13.2
10/21/15 3:30,11.41,312,8.42,16.72,2.5,2.42,8.4,2.1,96.1,10.49,13.2
10/21/15 3:15,11.41,312,8.41,15.5,2.3,2.27,8.2,2,96,10.48,13.2
10/21/15 3:00,11.42,312,8.38,14.32,2.4,2.28,8.1,2,94.5,10.31,13.3
10/21/15 2:45,11.45,311,8.4,17.17,2.4,2.29,7.6,1.9,95.2,10.38,13.2
10/21/15 2:30,11.46,311,8.39,16.28,2.3,2.21,8.8,2.2,94.8,10.34,13.2
10/21/15 2:15,11.48,310,8.45,16.44,2.3,2.24,7.2,1.8,96.9,10.56,13.2
10/21/15 2:00,11.45,310,8.41,16.15,2.4,2.32,6.7,1.7,96.2,10.49,13.3
10/21/15 1:45,11.45,310,8.41,17.14,2.3,2.2,9.3,2.3,95.9,10.46,13.3
10/21/15 1:30,11.47,310,8.43,17.52,2.5,2.41,8.7,2.2,96.8,10.55,13.3
10/21/15 1:15,11.45,309,8.44,17.32,2.3,2.24,7.9,2,96.8,10.56,13.3
10/21/15 1:00,11.44,308,8.42,15.68,2.2,2.16,7.2,1.8,96.8,10.56,13.3
10/21/15 0:45,11.43,308,8.43,15.78,2.2,2.13,6.7,1.7,96.3,10.51,13.3
10/21/15 0:30,11.42,308,8.46,16.82,2.2,2.12,6.4,1.6,97.5,10.64,13.3
10/21/15 0:15,11.43,307,8.44,16.17,2.2,2.1,7,1.7,97.5,10.64,13.3
10/21/15 0:00,11.45,306,8.5,17.8,2.3,2.27,7.1,1.8,99.8,10.88,13.3
10/20/15 23:45,11.46,307,8.48,17.17,2.3,2.2,7.1,1.8,98.9,10.79,13.3
10/20/15 23:30,11.46,307,8.48,16.64,2.3,2.19,7.1,1.8,99,10.8,13.3
10/20/15 23:15,11.46,307,8.5,17.87,2.3,2.21,8.7,2.2,99.8,10.88,13.3
10/20/15 23:00,11.42,309,8.5,19.61,2.4,2.29,6.9,1.7,100.5,10.97,13.4
10/20/15 22:45,11.38,311,8.47,19.56,2.3,2.22,8.9,2.2,98.8,10.79,13.3
10/20/15 22:30,11.37,311,8.46,19.08,2.3,2.24,6.9,1.7,99.4,10.86,13.3
10/20/15 22:15,11.33,312,8.47,19.53,2.3,2.21,8.4,2.1,99.8,10.91,13.3
10/20/15 22:00,11.32,312,8.49,19.01,2.3,2.23,7.8,1.9,100.4,10.99,13.4
10/20/15 21:45,11.33,313,8.51,18.11,2.3,2.2,10.9,2.7,101.5,11.1,13.4
10/20/15 21:30,11.27,317,8.49,20.29,2.4,2.32,8.4,2.1,101.8,11.14,13.4
10/20/15 21:15,11.19,321,8.47,40.45,2.4,2.33,9.2,2.3,101.6,11.14,13.4
10/20/15 21:00,11.18,323,8.47,19.36,2.6,2.5,10.2,2.5,101.1,11.09,13.4
10/20/15 20:45,11.2,322,8.47,21.39,2.4,2.36,10.3,2.6,101.7,11.15,13.4
10/20/15 20:30,11.2,321,8.49,22.76,2.5,2.47,10.3,2.6,101.9,11.17,13.4
10/20/15 20:15,11.19,320,8.48,41.17,2.6,2.51,10.8,2.7,102.3,11.22,13.4
10/20/15 20:00,11.19,320,8.51,27.31,2.7,2.62,10.6,2.6,103,11.3,13.4
10/20/15 19:45,11.21,320,8.49,26.17,2.6,2.47,10.4,2.6,102.1,11.19,13.4
10/20/15 19:30,11.24,320,8.46,25.28,2.5,2.45,10.7,2.7,100.8,11.04,13.4
10/20/15 19:15,11.17,318,8.53,34.42,2.7,2.64,11.8,2.9,105.8,11.62,13.4
10/20/15 19:00,11.22,318,8.51,26.17,2.5,2.45,13.1,3.2,103.7,11.37,13.5
10/20/15 18:45,11.24,318,8.53,28.58,2.6,2.52,10.4,2.6,104.5,11.45,13.5
10/20/15 18:30,11.26,317,8.56,27.3,2.6,2.55,10.6,2.6,105.7,11.57,13.5
10/20/15 18:15,11.27,317,8.56,34.21,2.7,2.64,10.4,2.6,106,11.6,13.5
10/20/15 18:00,11.27,315,8.57,30.26,2.7,2.58,11.5,2.9,106.5,11.66,13.6
10/20/15 17:45,11.33,309,8.58,30.63,2.6,2.55,10.8,2.7,106.1,11.6,13.6
10/20/15 17:30,11.27,317,8.61,31.78,2.8,2.67,11.5,2.9,108,11.83,13.6
10/20/15 17:15,11.32,316,8.61,33.96,2.8,2.71,14.7,3.6,107.4,11.75,13.6
10/20/15 17:00,11.38,316,8.61,27.67,2.6,2.51,10.9,2.7,107.5,11.74,13.7
10/20/15 16:45,11.36,316,8.62,25.16,2.6,2.49,10.7,2.7,107.1,11.7,13.8
10/20/15 16:30,11.38,316,8.6,30.55,2.6,2.55,10,2.5,106.5,11.64,14.1
10/20/15 16:15,11.34,313,8.63,30.48,2.7,2.66,11.5,2.9,107.7,11.78,14
10/20/15 16:00,11.32,313,8.61,24.3,2.5,2.4,9.7,2.4,106.9,11.69,14.1
10/20/15 15:45,11.25,313,8.62,20.88,2.6,2.5,10.7,2.7,107.2,11.74,14
10/20/15 15:30,11.28,304,8.64,27.42,2.7,2.62,12.2,3,107.5,11.77,14.1
10/20/15 15:15,11.22,304,8.67,26.14,2.6,2.5,9.5,2.4,107.3,11.76,14
10/20/15 15:00,11.19,312,8.63,24.98,2.5,2.38,9.1,2.3,106.7,11.71,14
10/20/15 14:45,11.07,312,8.61,27.28,2.6,2.51,12.9,3.2,105.4,11.6,14
10/20/15 14:30,11.06,302,8.62,22.05,2.5,2.46,8.3,2.1,105.7,11.63,14.1
10/20/15 14:15,11.01,301,8.62,21,2.4,2.35,9.1,2.3,105.9,11.66,14
10/20/15 14:00,10.91,302,8.6,19.58,2.4,2.35,8.3,2.1,103.9,11.47,14.1
10/20/15 13:45,10.96,301,8.61,18.97,2.3,2.25,6.9,1.7,105.3,11.61,14
10/20/15 13:30,10.88,301,8.61,19.95,2.3,2.25,7.6,1.9,104.1,11.51,14
10/20/15 13:15,10.79,301,8.61,18.87,2.2,2.14,7.5,1.9,103.6,11.47,14.2
10/20/15 13:00,10.68,302,8.58,19.44,2.4,2.3,8.3,2.1,102.7,11.41,14.1
10/20/15 12:45,10.55,301,8.57,19.79,2.3,2.19,11,2.7,102.4,11.4,14.1
10/20/15 12:30,10.45,303,8.56,18.54,2.3,2.2,7.9,2,102.2,11.41,14
10/20/15 12:15,10.34,306,8.56,21.69,2.2,2.17,8.5,2.1,101.9,11.41,14
10/20/15 12:00,10.32,305,8.59,20.14,2.2,2.15,8.7,2.2,102.2,11.44,14.2
10/20/15 11:45,10.15,307,8.56,21.22,2.3,2.19,6.5,1.6,100.5,11.3,14.1
10/20/15 11:30,10.11,309,8.58,20.1,1.9,1.89,6.6,1.6,101.5,11.42,14.3
10/20/15 11:15,9.94,312,8.57,21.4,1.8,1.76,6.2,1.5,100.8,11.38,14.3
10/20/15 11:00,9.75,323,8.52,26.92,2.2,2.18,8.1,2,99.6,11.3,14.2
10/20/15 10:45,9.59,330,8.48,29.77,2.2,2.14,9.3,2.3,98.3,11.19,14.8
10/20/15 10:30,9.49,335,8.44,32.26,2.5,2.44,10.4,2.6,96.7,11.03,14.6
10/20/15 10:15,9.42,337,8.43,32.08,2.5,2.42,11.3,2.8,96,10.97,14.8
10/20/15 10:00,9.37,337,8.41,35.74,2.6,2.56,10.4,2.6,95.5,10.93,14.8
10/20/15 9:45,9.33,334,8.41,36.53,2.6,2.52,11,2.7,95.4,10.93,14.8
10/20/15 9:30,9.28,332,8.4,37,2.7,2.61,8.7,2.2,94.7,10.87,14.6
10/20/15 9:15,9.26,331,8.4,40.18,2.6,2.5,11,2.7,94.1,10.8,14.8
10/20/15 9:00,9.25,331,8.4,40.51,2.7,2.6,10.5,2.6,94.2,10.82,14.7
10/20/15 8:45,9.24,333,8.38,35.5,2.7,2.65,11.3,2.8,93.2,10.7,14.3
10/20/15 8:30,9.25,335,8.36,33.85,2.8,2.73,12.1,3,92.4,10.6,14
10/20/15 8:15,9.25,334,8.36,33.34,2.8,2.67,12.5,3.1,92.9,10.66,13.4
10/20/15 8:00,9.25,337,8.36,33.6,2.8,2.66,11.5,2.9,92.5,10.62,13.2
10/20/15 7:45,9.27,324,8.38,32.88,2.7,2.65,11.9,3,92.8,10.65,13
10/20/15 7:30,9.32,285,8.37,29.23,2.8,2.69,11.8,2.9,92.7,10.62,13.1
10/20/15 7:15,9.35,198,8.38,30.82,2.9,2.83,17.8,4.4,93.3,10.7,13.1
10/20/15 7:00,9.35,179,8.38,8.78,3,2.89,1.2,0.3,93.5,10.71,13.1
10/20/15 6:45,9.3,187,8.39,14.27,3.1,2.95,11.3,2.8,93.5,10.72,13.1
10/20/15 6:30,9.24,156,8.38,18.41,2.9,2.85,1.1,0.3,94.3,10.84,13.1
10/20/15 6:15,9.29,138,8.4,31.81,2.6,2.53,0.9,0.2,96.6,11.08,13.1
10/20/15 6:00,9.32,144,8.37,10.19,2.9,2.8,3.2,0.8,94.3,10.81,13.2
10/20/15 5:45,9.32,153,8.37,13.48,2.8,2.73,3.1,0.8,93.3,10.7,13.1
10/20/15 5:30,9.24,146,8.39,8.45,2.8,2.71,1.2,0.3,97.7,11.22,13.1
10/20/15 5:15,9.28,154,8.38,17.01,2.9,2.77,2.1,0.5,95.9,11.01,13.1
10/20/15 5:00,9.26,145,8.4,17.18,2.7,2.59,0.9,0.3,97.4,11.19,13.2
10/20/15 4:45,8.87,118,8.33,3.84,1.6,1.59,0.7,0.2,101.4,11.75,13.2
10/20/15 4:30,8.76,117,8.38,2.91,1.6,1.57,0.7,0.2,102.8,11.96,13.2
10/20/15 4:15,8.68,117,8.36,2.77,1.6,1.54,0.6,0.2,102.8,11.97,13.2
10/20/15 4:00,8.7,118,8.36,2.73,1.6,1.56,0.7,0.2,103.2,12.01,13.2
10/20/15 3:45,8.66,118,8.33,2.66,1.6,1.56,0.6,0.2,103.5,12.05,13.2
10/20/15 3:30,8.66,118,8.28,2.87,1.6,1.54,0.7,0.2,103.2,12.03,13.2
10/20/15 3:15,8.63,119,8.05,2.57,1.6,1.56,0.7,0.2,102.8,11.99,13.2
10/20/15 3:00,8.53,119,7.88,2.72,1.6,1.57,0.7,0.2,102.8,12.01,13.3
10/20/15 2:45,8.5,125,8.06,2.69,1.6,1.61,0.7,0.2,101.8,11.91,13.2
10/20/15 2:30,8.5,126,7.79,2.74,1.6,1.59,0.6,0.2,101.1,11.83,13.2
10/20/15 2:15,8.56,126,8.29,2.67,1.6,1.59,0.6,0.2,101,11.8,13.2
10/20/15 2:00,8.73,126,8.21,8.63,1.7,1.64,0.7,0.2,100.9,11.73,13.3
10/20/15 1:45,8.86,127,8.43,4.86,1.7,1.63,0.6,0.2,100.9,11.7,13.3
10/20/15 1:30,9.21,135,8.34,9.46,2.6,2.48,0.7,0.2,98.4,11.31,13.3
10/20/15 1:15,9.39,158,8.46,8.18,3,2.86,3,0.8,96.9,11.09,13.3
10/20/15 1:00,9.41,152,8.47,12.79,2.9,2.77,1.9,0.5,97.3,11.14,13.3
10/20/15 0:45,9.45,185,8.47,10.43,2.9,2.82,4.1,1,96.6,11.05,13.3
10/20/15 0:30,9.47,202,8.48,35.76,2.9,2.81,4.3,1.1,96.7,11.05,13.3
10/20/15 0:15,9.49,234,8.49,380.64,2.9,2.8,2.4,0.6,96.7,11.04,13.3
10/20/15 0:00,9.52,188,8.49,12.47,3.1,2.95,0.3,0.1,96.6,11.02,13.3
10/19/15 23:45,9.54,236,8.49,28.34,2.9,2.77,1.3,0.3,96.2,10.97,13.3
10/19/15 23:30,9.55,248,8.5,31.63,2.9,2.76,7.9,2,96.6,11.01,13.3
10/19/15 23:15,9.57,261,8.51,26.84,2.8,2.75,8.3,2.1,96.9,11.04,13.3
10/19/15 23:00,9.55,268,8.52,26.84,2.8,2.7,8.6,2.1,97.1,11.07,13.4
10/19/15 22:45,9.58,277,8.51,25.46,2.8,2.67,8.5,2.1,96.8,11.02,13.3
10/19/15 22:30,9.6,288,8.54,26.76,2.7,2.61,7.9,2,97.9,11.14,13.3
10/19/15 22:15,9.6,288,8.56,31.39,2.8,2.73,9.4,2.3,98.5,11.21,13.3
10/19/15 22:00,9.61,290,8.56,28.65,2.8,2.71,7.2,1.8,98.5,11.22,13.4
10/19/15 21:45,9.63,284,8.55,24.42,2.7,2.61,8,2,98.2,11.17,13.4
10/19/15 21:30,9.63,293,8.59,21.61,2.7,2.61,8.5,2.1,99.3,11.29,13.4
10/19/15 21:15,9.63,276,8.58,23.78,2.7,2.65,9,2.2,99.2,11.29,13.4
10/19/15 21:00,9.64,285,8.6,24.74,2.7,2.59,8.9,2.2,100,11.37,13.4
10/19/15 20:45,9.62,292,8.6,23.86,2.7,2.58,9.9,2.5,99.9,11.37,13.4
10/19/15 20:30,9.64,293,8.6,24.06,2.7,2.61,9.7,2.4,100.2,11.4,13.4
10/19/15 20:15,9.64,291,8.6,24.64,2.6,2.53,9.2,2.3,100.2,11.39,13.4
10/19/15 20:00,9.66,292,8.62,24.88,2.6,2.51,9.1,2.3,101.4,11.53,13.4
10/19/15 19:45,9.66,292,8.61,26.83,2.7,2.58,8.3,2.1,101.2,11.51,13.4
10/19/15 19:30,9.68,290,8.62,28.53,2.7,2.57,8.9,2.2,101.5,11.54,13.4
10/19/15 19:15,9.7,288,8.63,29.02,2.7,2.63,10.9,2.7,102.1,11.59,13.4
10/19/15 19:00,9.73,291,8.63,26.05,2.6,2.49,9,2.2,102.2,11.6,13.5
10/19/15 18:45,9.72,285,8.64,26.29,2.6,2.55,8.8,2.2,102.4,11.63,13.4
10/19/15 18:30,9.74,291,8.61,28.11,2.6,2.51,7.6,1.9,101.8,11.55,13.5
10/19/15 18:15,9.78,289,8.61,29.95,2.6,2.49,8.1,2,101.7,11.53,13.5
10/19/15 18:00,9.83,278,8.6,39.58,2.7,2.61,8.3,2.1,101.3,11.47,13.6
10/19/15 17:45,9.85,280,8.56,41.74,2.8,2.72,9,2.2,99.8,11.3,13.5
10/19/15 17:30,9.83,292,8.58,33.73,2.6,2.55,8.2,2,100.9,11.42,13.6
10/19/15 17:15,9.83,285,8.58,40.87,2.7,2.62,8.8,2.2,100.8,11.42,13.6
10/19/15 17:00,9.83,293,8.58,42.54,2.8,2.74,11.3,2.8,101,11.44,13.7
10/19/15 16:45,9.81,300,8.58,56.11,2.8,2.68,9.6,2.4,100.9,11.43,13.9
10/19/15 16:30,9.79,303,8.62,43.35,2.8,2.66,9.3,2.3,102.1,11.57,14.1
10/19/15 16:15,9.79,303,8.66,31.92,2.6,2.48,8.6,2.1,103.7,11.75,14.2
10/19/15 16:00,9.75,307,8.68,21.8,2.3,2.22,8.2,2.1,104.8,11.89,14.2
10/19/15 15:45,9.76,309,8.68,26.05,2.6,2.49,8.8,2.2,104.7,11.88,14.2
10/19/15 15:30,9.69,295,8.69,29.11,2.4,2.33,8.2,2,104.7,11.9,14.2
10/19/15 15:15,9.74,308,8.68,33.01,2.4,2.37,8.5,2.1,105,11.91,14.2
10/19/15 15:00,9.67,313,8.69,32.28,2.4,2.29,8,2,105.1,11.95,14.2
10/19/15 14:45,9.49,306,8.69,27.98,2.4,2.28,9.6,2.4,104.4,11.92,14.2
10/19/15 14:30,9.32,320,8.68,21.28,2.3,2.24,7.3,1.8,103.4,11.85,14.2
10/19/15 14:15,9.42,322,8.69,28.73,2.5,2.41,9.2,2.3,104.2,11.92,14.3
10/19/15 14:00,9.21,312,8.69,30.09,2.5,2.45,8.5,2.1,104.2,11.97,14.2
10/19/15 13:45,9.12,316,8.68,26.08,2.4,2.36,7.8,1.9,103.7,11.95,14.3
10/19/15 13:30,9.02,327,8.66,26.17,2.4,2.29,8.2,2,102.6,11.85,14.2
10/19/15 13:15,8.96,321,8.68,20.43,2.2,2.12,8,2,103.1,11.92,14.3
10/19/15 13:00,8.87,327,8.66,21.36,2.3,2.28,9.2,2.3,102,11.82,14.3
10/19/15 12:45,8.82,328,8.65,21.25,2.3,2.19,8.4,2.1,101.8,11.81,14.2
10/19/15 12:30,8.74,328,8.66,21.9,2.3,2.24,8.6,2.1,101.9,11.84,14.2
10/19/15 12:15,8.66,328,8.66,23.31,2.4,2.33,9.3,2.3,101.6,11.82,14.2
10/19/15 12:00,8.65,329,8.65,22.19,2.4,2.33,9.7,2.4,100.9,11.76,14.3
10/19/15 11:45,8.62,329,8.62,18.24,2.2,2.09,7.7,1.9,100.1,11.66,14.3
10/19/15 11:30,8.66,328,8.64,20.66,2.2,2.11,5.9,1.5,100.7,11.72,14.2
10/19/15 11:15,8.61,327,8.62,22.77,2.2,2.09,6.5,1.6,99.5,11.6,14.3
10/19/15 11:00,8.52,327,8.63,22.15,2.2,2.18,7.3,1.8,99.9,11.67,14.4
10/19/15 10:45,8.45,325,8.58,23.68,2.3,2.19,6.8,1.7,97.9,11.46,14.3
10/19/15 10:30,8.44,325,8.58,23.39,2.2,2.12,6.7,1.7,97.9,11.46,14.3
10/19/15 10:15,8.44,324,8.59,26.4,2.2,2.11,6.2,1.5,97.8,11.45,14.9
10/19/15 10:00,8.42,323,8.58,28.82,2.7,2.61,7.9,2,98.1,11.49,14.9
10/19/15 9:45,8.38,321,8.56,30.97,2.8,2.66,8.4,2.1,97.3,11.41,14.8
10/19/15 9:30,8.38,321,8.57,40.47,3.1,3,9.6,2.4,97,11.38,14.9
10/19/15 9:15,8.36,311,8.54,36.08,3.1,3.04,9,2.2,96.1,11.27,15
10/19/15 9:00,8.37,321,8.5,23.86,2.8,2.72,7.5,1.9,94.6,11.1,14.9
10/19/15 8:45,8.36,322,8.52,31.24,3.3,3.2,10,2.5,94.7,11.1,14.9
10/19/15 8:30,8.4,318,8.5,35.03,3.5,3.38,11.2,2.8,93.7,10.98,14.9
10/19/15 8:15,8.41,323,8.49,21.3,3.1,2.94,9.8,2.4,93.9,10.99,14.2
10/19/15 8:00,8.38,323,8.49,22.17,3.1,2.96,10.6,2.6,93.9,11.01,13.4
10/19/15 7:45,8.41,324,8.5,20.81,2.9,2.83,9.9,2.5,94.3,11.05,12.9
10/19/15 7:30,8.39,325,8.47,19.73,3,2.87,8.7,2.2,93.5,10.96,12.9
10/19/15 7:15,8.46,326,8.47,19.5,2.8,2.69,9.2,2.3,93.2,10.9,12.9
10/19/15 7:00,8.39,327,8.48,20.73,2.9,2.76,9.6,2.4,93.9,11,13
10/19/15 6:45,8.48,326,8.48,19.64,2.8,2.74,9.5,2.4,93.8,10.97,13
10/19/15 6:30,8.49,327,8.5,19.86,2.8,2.71,7.6,1.9,94.1,11,13
10/19/15 6:15,8.51,330,8.52,20.42,2.8,2.74,9.7,2.4,94.7,11.06,13
10/19/15 6:00,8.44,333,8.54,19.2,2.6,2.55,9.5,2.4,95.4,11.17,13.1
10/19/15 5:45,8.39,333,8.57,19.35,2.7,2.65,9.5,2.4,96.6,11.32,13
10/19/15 5:30,8.61,327,8.49,22.7,2.8,2.68,9.2,2.3,94.2,10.98,13
10/19/15 5:15,8.68,326,8.49,17.25,2.7,2.6,8.2,2,94,10.94,13
10/19/15 5:00,8.68,327,8.51,18.02,2.7,2.61,8.2,2,95,11.05,13.1
10/19/15 4:45,8.71,326,8.51,16.88,2.6,2.55,11.4,2.8,94.8,11.02,13.1
10/19/15 4:30,8.83,325,8.52,16.92,2.7,2.56,8.1,2,94.6,10.97,13.1
10/19/15 4:15,8.88,325,8.53,18.02,2.7,2.57,9.2,2.3,95.4,11.05,13.1
10/19/15 4:00,8.9,325,8.53,15.98,2.6,2.55,10.4,2.6,95.5,11.05,13.1
10/19/15 3:45,8.94,324,8.56,17.7,2.7,2.59,8.6,2.1,96.4,11.15,13.1
10/19/15 3:30,8.9,322,8.52,15.83,2.7,2.62,7,1.7,95.6,11.07,13.1
10/19/15 3:15,8.88,321,8.49,16.09,2.7,2.65,7.9,2,94.6,10.96,13.1
10/19/15 3:00,8.94,324,8.51,15.74,2.6,2.52,7.5,1.9,94.5,10.93,13.2
10/19/15 2:45,8.96,327,8.54,15.56,2.5,2.47,8.2,2,95.1,10.99,13.1
10/19/15 2:30,8.97,329,8.56,15.5,2.5,2.45,7.8,1.9,96.1,11.1,13.2
10/19/15 2:15,8.96,330,8.54,14.55,2.5,2.41,9.5,2.4,95.8,11.07,13.2
10/19/15 2:00,8.97,329,8.54,13.77,2.5,2.4,8.4,2.1,95.4,11.03,13.2
10/19/15 1:45,8.96,330,8.54,13.94,2.5,2.4,8.5,2.1,96.2,11.12,13.2
10/19/15 1:30,9.06,328,8.55,13.64,2.4,2.37,7.7,1.9,96.1,11.09,13.2
10/19/15 1:15,9.09,327,8.59,14.21,2.5,2.45,8.1,2,97.3,11.22,13.2
10/19/15 1:00,9.17,328,8.56,13.5,2.5,2.42,7,1.7,96.4,11.09,13.2
10/19/15 0:45,9.21,328,8.56,13.53,2.4,2.36,7.9,2,96.7,11.12,13.2
10/19/15 0:30,9.19,328,8.57,14,2.4,2.33,7.1,1.8,97.5,11.21,13.2
10/19/15 0:15,9.23,329,8.58,14.14,2.5,2.4,8.1,2,98.1,11.27,13.2
10/19/15 0:00,9.27,327,8.57,14.09,2.4,2.36,17.9,4.4,97.9,11.23,13.3
10/18/15 23:45,9.32,326,8.57,13.85,2.4,2.37,7.9,2,97.6,11.19,13.2
10/18/15 23:30,9.35,324,8.57,14.45,2.5,2.42,8.2,2,97.8,11.2,13.2
10/18/15 23:15,9.41,321,8.58,14.11,2.5,2.46,8.1,2,98.6,11.27,13.2
10/18/15 23:00,9.52,321,8.56,13.32,2.4,2.34,7.8,1.9,97.7,11.15,13.3
10/18/15 22:45,9.55,320,8.61,14.2,2.5,2.46,7.7,1.9,99.3,11.32,13.3
10/18/15 22:30,9.56,320,8.6,13.61,2.6,2.48,8,2,99.7,11.36,13.3
10/18/15 22:15,9.63,320,8.6,13.79,2.5,2.46,7.7,1.9,99.3,11.3,13.3
10/18/15 22:00,9.7,320,8.61,13.67,2.4,2.33,6.7,1.7,99.4,11.3,13.3
10/18/15 21:45,9.73,320,8.64,14.58,2.5,2.46,15.7,3.9,101,11.46,13.3
10/18/15 21:30,9.79,319,8.6,13.54,2.4,2.36,9.2,2.3,99.4,11.26,13.3
10/18/15 21:15,9.82,319,8.64,14.66,2.5,2.44,7.9,2,100.5,11.38,13.3
10/18/15 21:00,9.86,320,8.64,14.71,2.5,2.45,8.1,2,100.9,11.42,13.4
10/18/15 20:45,9.88,321,8.63,13.25,2.7,2.58,8.3,2.1,100.2,11.33,13.3
10/18/15 20:30,9.89,321,8.63,14.93,2.8,2.66,10.5,2.6,100.8,11.4,13.3
10/18/15 20:15,9.91,321,8.64,14.53,2.6,2.54,8.9,2.2,101.3,11.45,13.3
10/18/15 20:00,9.95,321,8.65,13.36,2.6,2.54,9.1,2.3,101.7,11.49,13.4
10/18/15 19:45,10,322,8.67,15.93,2.6,2.54,7.9,2,102.6,11.57,13.4
10/18/15 19:30,9.98,323,8.65,13.73,2.5,2.46,8.7,2.2,101.4,11.44,13.4
10/18/15 19:15,9.98,325,8.67,15.16,2.5,2.47,8,2,102.5,11.57,13.4
10/18/15 19:00,9.96,326,8.66,15.53,2.4,2.37,9.4,2.3,102.6,11.58,13.4
10/18/15 18:45,9.92,329,8.66,13.8,2.6,2.53,9.6,2.4,102.5,11.58,13.4
10/18/15 18:30,9.93,330,8.69,15.72,2.4,2.33,8.1,2,104.1,11.77,13.4
10/18/15 18:15,9.87,332,8.71,14.91,2.3,2.27,9.1,2.3,104.3,11.8,13.5
10/18/15 18:00,9.94,332,8.69,15.63,2.4,2.36,8.4,2.1,104.5,11.8,13.5
10/18/15 17:45,9.95,332,8.69,15.09,2.3,2.25,9.5,2.4,104.4,11.79,13.5
10/18/15 17:30,9.96,331,8.71,15.94,2.3,2.24,7.8,2,104.6,11.81,13.5
10/18/15 17:15,10.01,331,8.72,16.83,2.4,2.29,8.7,2.2,105.3,11.87,13.6
10/18/15 17:00,9.89,336,8.71,16.23,2.3,2.24,8.6,2.1,104.8,11.85,13.7
10/18/15 16:45,9.87,338,8.71,18.11,2.3,2.25,9.1,2.3,105.1,11.89,14
10/18/15 16:30,9.83,341,8.71,14.83,2.1,2.03,12,3,104.8,11.87,14.4
10/18/15 16:15,9.76,342,8.71,14.98,2.1,2.02,8.6,2.1,105,11.91,14.6
10/18/15 16:00,9.68,345,8.72,14.74,2,1.95,7.8,1.9,104.6,11.89,14.5
10/18/15 15:45,9.64,345,8.7,14.9,2.1,2.02,7.7,1.9,104.6,11.9,14.4
10/18/15 15:30,9.54,345,8.69,15.38,2.2,2.14,9.2,2.3,104.1,11.87,14.4
10/18/15 15:15,9.52,345,8.7,15.96,2.2,2.18,9.3,2.3,104,11.86,14.4
10/18/15 15:00,9.52,345,8.71,15.6,2.2,2.12,8.5,2.1,104.1,11.88,14.5
10/18/15 14:45,9.48,345,8.66,16.78,2.2,2.15,12.2,3,102,11.65,14.5
10/18/15 14:30,9.52,344,8.68,17.45,2.2,2.11,9.3,2.3,103.6,11.81,14.5
10/18/15 14:15,9.42,344,8.68,19.01,2.2,2.12,8.8,2.2,103,11.78,14.5
10/18/15 14:00,9.35,347,8.67,19.74,2.3,2.22,9.5,2.4,102.7,11.76,14.6
10/18/15 13:45,9.34,346,8.69,18.19,2.3,2.2,9.4,2.3,102.8,11.78,14.9
10/18/15 13:30,9.29,347,8.66,20.69,2.5,2.4,10.9,2.7,101.6,11.65,14.9
10/18/15 13:15,9.28,348,8.67,27.82,2.4,2.37,10.7,2.7,102.1,11.71,14.9
10/18/15 13:00,9.22,348,8.67,18.72,2.2,2.14,9.2,2.3,101.9,11.71,15
10/18/15 12:45,9.11,350,8.65,24.35,2.3,2.23,10.2,2.5,101,11.63,14.9
10/18/15 12:30,9.01,349,8.64,24.38,2.5,2.38,11.6,2.9,100.2,11.57,14.9
10/18/15 12:15,8.96,349,8.65,30.4,2.3,2.25,10.1,2.5,100.4,11.61,15.1
10/18/15 12:00,8.86,347,8.65,42.36,2.9,2.79,12.3,3,100,11.58,14.9
10/18/15 11:45,8.86,347,8.65,17.37,2.3,2.24,11.1,2.8,99.9,11.58,14.1
10/18/15 11:30,8.86,349,8.66,25.68,2.3,2.21,11.1,2.8,100.3,11.62,14.4
