,Sandusky bayside water intake,Sandusky bayside water intake,Sandusky bayside water intake,Sandusky bayside water intake,Sandusky bayside water intake,Sandusky bayside water intake,Sandusky bayside water intake,Sandusky bayside water intake,Sandusky bayside water intake,Sandusky bayside water intake,Sandusky bayside water intake
Time (America/Detroit),Temperature,Sp Cond,pH,Turbidity,BGA-Phycocyanin RFU,BGA-PC RAW,Chlorophyll,Chlorophyll RFU,ODOSat,ODO,Battery
,C,uS/cm,,NTU,RFU,,ug/L,RFU,%,mg/L,V
10/24/15 1:30,13.19,403,8.49,22.32,1.7,1.69,11.3,2.8,94.5,9.9,13.3
10/24/15 1:15,13.22,406,8.53,26.03,1.9,1.83,12.4,3.1,96.9,10.15,13.3
10/24/15 1:00,13.22,414,8.51,25.2,1.9,1.82,12.6,3.1,96.5,10.1,13.3
10/24/15 0:45,13.21,426,8.47,22.57,1.9,1.83,12.7,3.1,94.8,9.93,13.3
10/24/15 0:30,13.23,424,8.48,23.77,1.9,1.89,13.8,3.4,96.1,10.06,13.3
10/24/15 0:15,13.24,423,8.51,26.05,2,1.96,14.5,3.6,97.7,10.23,13.3
10/24/15 0:00,13.22,419,8.46,24.05,1.9,1.81,12.3,3,95.3,9.98,13.3
10/23/15 23:45,13.26,420,8.49,26.63,2,1.92,13.5,3.3,97,10.15,13.3
10/23/15 23:30,13.29,419,8.52,25.75,1.9,1.88,13.3,3.3,97.9,10.24,13.3
10/23/15 23:15,13.28,418,8.5,25.26,1.9,1.86,13.1,3.2,97.3,10.18,13.3
10/23/15 23:00,13.29,413,8.49,25.2,1.9,1.8,12.6,3.1,96.7,10.11,13.3
10/23/15 22:45,13.29,412,8.48,25.77,1.9,1.84,12.9,3.2,96.8,10.12,13.3
10/23/15 22:30,13.3,410,8.49,26.44,1.9,1.89,13.1,3.2,97.4,10.18,13.3
10/23/15 22:15,13.28,408,8.49,27.32,1.9,1.88,13.2,3.3,97.3,10.17,13.3
10/23/15 22:00,13.26,409,8.48,27,2,1.92,13.4,3.3,97.4,10.19,13.4
10/23/15 21:45,13.24,409,8.49,27.11,2,1.94,13.5,3.3,98,10.26,13.3
10/23/15 21:30,13.32,414,8.52,29.88,2.1,2.02,14.7,3.7,99.5,10.39,13.3
10/23/15 21:15,13.25,406,8.5,28.54,2,1.92,13.9,3.4,98.5,10.31,13.3
10/23/15 21:00,13.13,392,8.47,28.26,1.9,1.88,11.9,2.9,97.1,10.19,13.4
10/23/15 20:45,13.14,392,8.48,30.02,2,1.94,13.2,3.3,97.8,10.27,13.4
10/23/15 20:30,13.15,390,8.49,31.45,2,1.97,12.9,3.2,98.3,10.31,13.4
10/23/15 20:15,13.14,383,8.5,32.88,2,1.92,12,3,98.4,10.33,13.4
10/23/15 20:00,13.16,379,8.5,56.56,1.9,1.89,11.6,2.9,98.6,10.34,13.4
10/23/15 19:45,13.18,372,8.52,33.51,2,1.92,11.4,2.8,99.3,10.41,13.4
10/23/15 19:30,13.19,369,8.54,35.21,2,1.97,11.6,2.9,100.1,10.49,13.4
10/23/15 19:15,13.23,369,8.54,34.85,2,1.92,12.5,3.1,100.1,10.49,13.4
10/23/15 19:00,13.27,370,8.54,32.65,2,1.92,11.8,2.9,100.4,10.5,13.4
10/23/15 18:45,13.33,371,8.55,33.27,2,1.92,11.1,2.8,101.1,10.57,13.4
10/23/15 18:30,13.38,372,8.56,34.07,2,1.94,11.4,2.8,101.7,10.61,13.4
10/23/15 18:15,13.44,374,8.56,35.76,2.1,2.03,11.9,2.9,102,10.63,13.4
10/23/15 18:00,13.49,376,8.59,30.7,2,1.94,11.4,2.8,103.3,10.75,13.5
10/23/15 17:45,13.58,382,8.62,32.1,2,1.93,11.8,2.9,104.7,10.88,13.6
10/23/15 17:30,13.68,386,8.62,32.86,2.1,2.02,12.6,3.1,105.5,10.94,13.8
10/23/15 17:15,13.68,386,8.63,27.81,2,1.92,12.2,3,106.3,11.02,14.2
10/23/15 17:00,13.75,389,8.64,26.59,1.9,1.86,12.3,3,107.1,11.09,14.3
10/23/15 16:45,13.75,391,8.62,27.05,2,1.91,12.1,3,106,10.98,14.3
10/23/15 16:30,13.77,391,8.62,32.43,2.1,2,12.8,3.2,106.1,10.98,14.4
10/23/15 16:15,13.78,390,8.61,35.44,2.1,2.06,13.2,3.3,105.8,10.94,14.4
10/23/15 16:00,13.77,390,8.6,29.65,2,1.98,12.5,3.1,105.5,10.92,14.4
10/23/15 15:45,13.85,395,8.64,29.94,2.1,2.01,13.7,3.4,107.7,11.13,14.4
10/23/15 15:30,13.77,393,8.61,29.46,2.1,2.01,12.5,3.1,105.8,10.95,14.4
10/23/15 15:15,13.74,397,8.61,30.12,2,1.95,12.4,3.1,106.2,10.99,14.3
10/23/15 15:00,13.73,403,8.62,43.13,2.3,2.22,14.6,3.6,107.5,11.13,14.4
10/23/15 14:45,13.73,406,8.61,29.06,2.1,2,14,3.5,106.4,11.02,14.4
10/23/15 14:30,13.75,406,8.63,28.99,2.2,2.12,14.7,3.6,107.7,11.15,14.3
10/23/15 14:15,13.64,406,8.62,30.93,2.3,2.2,14.9,3.7,106.9,11.09,14.3
10/23/15 14:00,13.56,399,8.61,30.42,2.2,2.18,14.7,3.7,106.2,11.04,14.3
10/23/15 13:45,13.49,406,8.62,32.76,2.3,2.2,15.3,3.8,106.8,11.12,14.3
10/23/15 13:30,13.49,404,8.61,33.8,2.4,2.28,14.4,3.6,106.5,11.08,14.3
10/23/15 13:15,13.39,405,8.6,22.91,2.2,2.11,13,3.2,105.7,11.03,14.3
10/23/15 13:00,13.39,405,8.62,23.8,2.3,2.23,14.3,3.6,107.4,11.21,14.3
10/23/15 12:45,13.15,406,8.57,20.43,2.1,2.04,13.1,3.2,103.2,10.83,14.3
10/23/15 12:30,13.04,404,8.56,20.76,2.1,2.06,14.1,3.5,102.4,10.77,14.2
10/23/15 12:15,13.01,403,8.58,22.27,2.2,2.09,14.8,3.7,103.8,10.93,14.2
10/23/15 12:00,12.87,404,8.55,22.56,2.2,2.11,15.2,3.8,102,10.77,14.3
10/23/15 11:45,12.83,405,8.57,24.46,2.4,2.29,16,4,102.6,10.84,14.2
10/23/15 11:30,12.79,402,8.56,25.12,2.3,2.23,14.9,3.7,102.2,10.81,14.2
10/23/15 11:15,12.65,403,8.52,27.98,2.4,2.31,14.4,3.6,100.2,10.63,14.2
10/23/15 11:00,12.61,399,8.51,27.75,2.5,2.39,14.1,3.5,99.8,10.6,14.4
10/23/15 10:45,12.56,400,8.52,23.99,2.3,2.27,14.2,3.5,100.1,10.64,14.8
10/23/15 10:30,12.48,396,8.49,26.44,2.5,2.39,13.4,3.3,99.1,10.55,14.8
10/23/15 10:15,12.41,388,8.47,24.84,2.4,2.3,11.9,2.9,98.1,10.46,14.8
10/23/15 10:00,12.34,363,8.45,31.42,2.4,2.33,10.5,2.6,97.5,10.42,14.8
10/23/15 9:45,12.32,360,8.44,25.99,2.4,2.35,11,2.7,96,10.26,14.8
10/23/15 9:30,12.32,359,8.41,24.84,2.4,2.35,10.7,2.7,94.5,10.1,14.9
10/23/15 9:15,12.3,359,8.38,24.6,2.5,2.39,11.4,2.8,93.4,9.98,14.7
10/23/15 9:00,12.3,357,8.36,22.71,2.4,2.32,10.5,2.6,92,9.84,14.8
10/23/15 8:45,12.3,352,8.36,22.3,2.5,2.39,10.9,2.7,91.9,9.83,14
10/23/15 8:30,12.36,362,8.4,25.63,2.5,2.47,12.2,3,93.3,9.97,13.8
10/23/15 8:15,12.37,360,8.4,25.44,2.5,2.43,12.3,3,93.2,9.95,14
10/23/15 8:00,12.39,358,8.42,24.53,2.5,2.39,12.2,3,93.7,10,13.2
10/23/15 7:45,12.28,333,8.4,21.42,2.4,2.35,9.1,2.3,94.4,10.1,13
10/23/15 7:30,12.31,331,8.43,21.79,2.5,2.38,8.9,2.2,95.5,10.21,13
10/23/15 7:15,12.25,328,8.4,18.4,2.4,2.33,8.3,2.1,94.9,10.16,13
10/23/15 7:00,12.26,327,8.41,19.89,2.4,2.34,7.9,2,94.6,10.13,13.1
10/23/15 6:45,12.3,327,8.44,22.22,2.5,2.39,11.1,2.7,95.8,10.25,13
10/23/15 6:30,12.33,325,8.43,21.35,2.4,2.36,8.1,2,95.6,10.22,13
10/23/15 6:15,12.35,323,8.42,18.68,2.3,2.27,7.9,2,95,10.15,13
10/23/15 6:00,12.36,323,8.43,18.58,2.3,2.27,7.7,1.9,95.5,10.2,13.1
10/23/15 5:45,12.38,322,8.45,17.12,2.4,2.28,7.3,1.8,96.1,10.26,13
10/23/15 5:30,12.39,323,8.47,18.5,2.3,2.27,7.8,1.9,96.5,10.31,13
10/23/15 5:15,12.39,325,8.44,18.04,2.3,2.27,8,2,95.6,10.21,13
10/23/15 5:00,12.42,325,8.44,17.11,2.3,2.18,8,2,95.3,10.17,13.1
10/23/15 4:45,12.46,325,8.42,16.13,2.2,2.17,7.1,1.8,94.8,10.1,13.1
10/23/15 4:30,12.5,326,8.41,16.27,2.2,2.16,7.1,1.8,94,10.01,13.1
10/23/15 4:15,12.55,324,8.46,18.18,2.3,2.19,7.3,1.8,95.8,10.19,13.1
10/23/15 4:00,12.57,326,8.44,16.15,2.2,2.15,9.4,2.3,94.9,10.09,13.1
10/23/15 3:45,12.6,327,8.43,14.52,2.2,2.13,6.4,1.6,94.8,10.07,13.1
10/23/15 3:30,12.63,327,8.44,16.49,2.2,2.11,7.3,1.8,94.8,10.06,13.1
10/23/15 3:15,12.66,327,8.47,17.34,2.2,2.16,7.5,1.9,96.4,10.23,13.1
10/23/15 3:00,12.67,328,8.48,17.44,2.2,2.13,8.1,2,96.8,10.27,13.2
10/23/15 2:45,12.67,329,8.47,16.77,2.2,2.11,8.3,2.1,96.7,10.26,13.1
10/23/15 2:30,12.69,330,8.48,17.56,2.2,2.09,7.9,2,96.6,10.24,13.1
10/23/15 2:15,12.74,329,8.48,16.34,2.2,2.12,7.9,2,97.1,10.28,13.2
10/23/15 2:00,12.79,330,8.5,18.25,2.2,2.13,8.2,2,98,10.37,13.2
10/23/15 1:45,12.82,330,8.48,16.71,2.1,2.02,8,2,96.9,10.24,13.2
10/23/15 1:30,12.82,331,8.45,15.33,2,1.92,7.1,1.8,95.2,10.06,13.2
10/23/15 1:15,12.84,330,8.46,15.9,2.1,1.99,7.7,1.9,96.1,10.15,13.2
10/23/15 1:00,12.89,329,8.51,17.44,2.2,2.11,8.4,2.1,98.7,10.41,13.2
10/23/15 0:45,12.86,331,8.51,17.69,2.2,2.12,10.3,2.6,98.6,10.41,13.2
10/23/15 0:30,12.86,330,8.5,16.69,2.1,2.06,7.6,1.9,98.4,10.39,13.2
10/23/15 0:15,12.88,329,8.5,16.32,2.1,2.07,8.1,2,97.9,10.33,13.2
10/23/15 0:00,12.91,329,8.53,16.84,2.2,2.14,8.4,2.1,98.9,10.44,13.3
10/22/15 23:45,12.98,330,8.49,16.05,2.1,2.02,8,2,97.2,10.23,13.2
10/22/15 23:30,12.99,329,8.51,15.95,2.1,2.03,8.4,2.1,98.2,10.34,13.3
10/22/15 23:15,13.03,329,8.52,15.78,2.1,2.02,7.7,1.9,98.1,10.32,13.3
10/22/15 23:00,13.04,329,8.52,15.06,2.1,2,8.2,2,98.6,10.37,13.3
10/22/15 22:45,13.07,330,8.53,15.37,2.1,2.07,8,2,99.3,10.44,13.3
10/22/15 22:30,13.15,332,8.51,16.82,2.1,2.08,9.9,2.5,98.2,10.3,13.3
10/22/15 22:15,13.18,333,8.54,17.19,2.2,2.17,10.7,2.6,99.3,10.41,13.3
10/22/15 22:00,13.19,332,8.53,16.27,2.4,2.31,10.1,2.5,98.9,10.37,13.3
10/22/15 21:45,13.22,336,8.53,14.51,2,1.95,10.2,2.5,99.1,10.38,13.3
10/22/15 21:30,13.29,335,8.52,16.68,2.2,2.13,9.1,2.3,96.8,10.12,13.3
10/22/15 21:15,13.3,335,8.5,17.11,2.3,2.25,10.3,2.6,98.2,10.27,13.3
10/22/15 21:00,13.3,336,8.58,16.99,2.3,2.2,10,2.5,102.5,10.71,13.4
10/22/15 20:45,13.34,334,8.54,17.4,2.3,2.28,10.6,2.6,99.4,10.39,13.3
10/22/15 20:30,13.36,335,8.56,14.59,2.2,2.17,10.2,2.5,100.1,10.46,13.4
10/22/15 20:15,13.39,335,8.55,13.03,2.1,2,8.4,2.1,99.8,10.42,13.4
10/22/15 20:00,13.38,333,8.62,16.2,2.5,2.39,10.8,2.7,104.1,10.86,13.4
10/22/15 19:45,13.4,333,8.66,18.19,2.3,2.27,10.5,2.6,105.3,10.99,13.4
10/22/15 19:30,13.41,333,8.63,15.52,2.3,2.23,11.7,2.9,104.8,10.93,13.4
10/22/15 19:15,13.42,331,8.66,17.02,2.5,2.4,12.3,3.1,107.8,11.25,13.4
10/22/15 19:00,13.51,329,8.64,16.56,2.3,2.25,14.7,3.6,105.3,10.96,13.4
10/22/15 18:45,13.58,325,8.64,16.15,2.3,2.25,7.9,2,105.8,10.99,13.4
10/22/15 18:30,13.61,322,8.65,17.93,2.2,2.17,9.7,2.4,107.6,11.17,13.4
10/22/15 18:15,13.62,322,8.68,19.1,2.4,2.37,11.1,2.7,109.3,11.35,13.4
10/22/15 18:00,13.67,325,8.6,14.64,2,1.99,8.3,2.1,103.8,10.76,13.5
10/22/15 17:45,13.69,324,8.58,16.26,2,1.96,15.5,3.8,102.7,10.65,13.5
10/22/15 17:30,13.7,323,8.63,18.71,2.2,2.12,9.2,2.3,106.1,11,13.6
10/22/15 17:15,13.71,326,8.64,18.63,2.1,2.07,8.6,2.1,106.6,11.04,13.6
10/22/15 17:00,13.74,323,8.6,18.36,2.2,2.17,10.3,2.6,105.4,10.92,13.7
10/22/15 16:45,13.75,324,8.63,20.53,2.3,2.26,10.9,2.7,106.6,11.04,13.9
10/22/15 16:30,13.71,323,8.64,20.66,2.3,2.23,19.9,4.9,106.5,11.04,13.9
10/22/15 16:15,13.77,326,8.65,21.02,2.3,2.21,10.3,2.5,108.2,11.2,13.9
10/22/15 16:00,13.73,325,8.6,20.01,2.2,2.15,9.4,2.3,104.6,10.84,14.3
10/22/15 15:45,13.65,323,8.6,16.38,2.2,2.18,10.1,2.5,103.9,10.79,14.3
10/22/15 15:30,13.51,319,8.66,32.79,2.5,2.4,9.7,2.4,107,11.14,14.4
10/22/15 15:15,13.71,326,8.65,20.1,2.3,2.25,11.5,2.9,106.5,11.03,14.6
10/22/15 15:00,13.75,326,8.62,18.4,2.1,2.05,10,2.5,104.9,10.86,14.7
10/22/15 14:45,13.59,326,8.61,25.38,2.4,2.33,9.8,2.4,105.3,10.94,14.7
10/22/15 14:30,13.43,317,8.6,29.6,2.4,2.32,11.7,2.9,103.8,10.82,14.6
10/22/15 14:15,13.4,317,8.59,18.46,2.2,2.18,10,2.5,103.1,10.76,14.7
10/22/15 14:00,13.37,317,8.57,19.3,2.2,2.13,8.5,2.1,101.4,10.59,14.6
10/22/15 13:45,13.22,318,8.59,20.76,2,1.97,10.9,2.7,103.4,10.84,14.8
10/22/15 13:30,13.13,318,8.51,18.55,2.3,2.24,10,2.5,98.8,10.37,14.5
10/22/15 13:15,13.12,317,8.54,17.45,2.3,2.26,10.3,2.6,100.8,10.59,14
10/22/15 13:00,13.13,316,8.51,18.42,2.2,2.17,9.4,2.3,99.2,10.41,13.8
10/22/15 12:45,13.08,318,8.52,18.68,2.1,2.08,8.8,2.2,98.9,10.4,14
10/22/15 12:30,12.97,318,8.53,20.97,2.3,2.25,10.1,2.5,99.9,10.53,13.8
10/22/15 12:15,12.92,316,8.53,21.81,2.3,2.26,10.5,2.6,99.7,10.51,13.8
10/22/15 12:00,12.84,327,8.49,18.6,2.1,2.07,9.7,2.4,97.5,10.3,13.9
10/22/15 11:45,12.78,327,8.48,18.07,2.4,2.34,9.6,2.4,96.3,10.19,13.4
10/22/15 11:30,12.74,327,8.42,22.58,2.6,2.53,12.7,3.2,94.1,9.96,13.4
10/22/15 11:15,12.72,328,8.46,20.14,2.6,2.51,11.3,2.8,96,10.17,13.3
10/22/15 11:00,12.73,326,8.4,20.1,2.5,2.41,9.5,2.3,93.8,9.93,13.3
10/22/15 10:45,12.7,326,8.44,19.63,2.5,2.42,10.5,2.6,95.4,10.11,13.3
10/22/15 10:30,12.67,326,8.36,21,2.5,2.45,9.9,2.5,91.3,9.68,13.3
10/22/15 10:15,12.66,325,8.41,24.24,2.6,2.54,10.5,2.6,93.6,9.93,13.3
10/22/15 10:00,12.63,324,8.41,28.73,2.8,2.68,11.5,2.9,93.9,9.97,13.3
10/22/15 9:45,12.61,325,8.44,27.22,2.6,2.48,11.4,2.8,95.5,10.14,13.3
10/22/15 9:30,12.59,325,8.38,43,2.6,2.51,10,2.5,92.4,9.82,13.3
10/22/15 9:15,12.57,325,8.38,24.11,2.6,2.56,10.3,2.6,92.5,9.83,13.3
10/22/15 9:00,12.56,324,8.33,29.68,2.6,2.53,11.8,2.9,90.3,9.6,13.4
10/22/15 8:45,12.55,325,8.33,28.63,2.7,2.57,11.2,2.8,90.5,9.62,13.3
10/22/15 8:30,12.53,325,8.39,26.43,2.6,2.52,11.2,2.8,92.8,9.88,13.2
10/22/15 8:15,12.53,324,8.38,30.23,2.7,2.65,10.5,2.6,91.7,9.76,13.1
10/22/15 8:00,12.54,324,8.32,29.42,2.7,2.63,8.5,2.1,89.4,9.51,13.1
10/22/15 7:45,12.53,324,8.38,34.05,2.6,2.53,10.3,2.6,92,9.79,13.1
10/22/15 7:30,12.56,324,8.32,27.8,2.4,2.36,9.1,2.3,88.8,9.44,13.1
10/22/15 7:15,12.57,323,8.32,21.19,2.3,2.25,7.2,1.8,89.1,9.47,13.1
10/22/15 7:00,12.56,323,8.39,23.33,2.4,2.33,9.7,2.4,92.7,9.86,13.2
10/22/15 6:45,12.57,322,8.41,25.3,2.5,2.39,9.9,2.4,93,9.89,13.1
10/22/15 6:30,12.59,322,8.38,23.3,2.4,2.34,11.1,2.7,91.9,9.76,13.1
10/22/15 6:15,12.61,323,8.36,22.98,2.3,2.27,7.9,2,91,9.66,13.1
10/22/15 6:00,12.62,322,8.39,22.58,2.4,2.28,10.7,2.6,92,9.77,13.2
10/22/15 5:45,12.62,323,8.4,23.8,2.4,2.34,13,3.2,92.7,9.84,13.1
10/22/15 5:30,12.64,324,8.38,22,2.4,2.31,11.4,2.8,92.2,9.79,13.1
10/22/15 5:15,12.64,323,8.41,24.19,2.4,2.31,7.4,1.9,93.2,9.89,13.2
10/22/15 5:00,12.62,325,8.45,24.23,2.4,2.33,11,2.7,95.2,10.11,13.2
10/22/15 4:45,12.66,327,8.4,22.98,2.3,2.21,8.4,2.1,93.4,9.91,13.2
10/22/15 4:30,12.66,328,8.44,26.58,2.4,2.36,9.5,2.4,95,10.08,13.2
10/22/15 4:15,12.67,329,8.42,26.27,2.4,2.3,9,2.2,94.4,10.01,13.2
10/22/15 4:00,12.69,331,8.39,23.94,2.2,2.18,7.6,1.9,93.3,9.89,13.2
10/22/15 3:45,12.69,331,8.43,28.36,2.4,2.35,9.9,2.5,94.9,10.06,13.2
10/22/15 3:30,12.71,334,8.38,41.37,2.2,2.15,9.2,2.3,92.7,9.82,13.2
10/22/15 3:15,12.71,334,8.42,25.89,2.3,2.27,8.6,2.1,94.8,10.05,13.2
10/22/15 3:00,12.71,334,8.42,28.65,2.4,2.29,8.8,2.2,95,10.07,13.3
10/22/15 2:45,12.72,337,8.41,26.57,2.3,2.21,8.5,2.1,94.3,9.99,13.2
10/22/15 2:30,12.74,338,8.41,25.27,2.3,2.24,8.9,2.2,94.5,10.01,13.2
10/22/15 2:15,12.74,337,8.43,24.57,2.3,2.2,9.1,2.3,95.8,10.14,13.2
10/22/15 2:00,12.73,335,8.43,23.53,2.3,2.24,9.9,2.4,95.8,10.15,13.3
10/22/15 1:45,12.73,335,8.45,19.51,2.3,2.19,8.7,2.2,96.2,10.19,13.3
10/22/15 1:30,12.73,333,8.48,25.34,2.3,2.2,8.7,2.2,97.4,10.32,13.3
10/22/15 1:15,12.74,334,8.48,26.03,2.3,2.21,8.4,2.1,98.2,10.4,13.3
10/22/15 1:00,12.75,335,8.49,25.16,2.3,2.2,9.2,2.3,98.5,10.43,13.3
10/22/15 0:45,12.76,337,8.47,24.73,2.2,2.18,9.4,2.3,97.9,10.36,13.3
10/22/15 0:30,12.77,337,8.44,22.72,2.2,2.12,8.7,2.2,96.3,10.19,13.3
10/22/15 0:15,12.79,338,8.47,23.99,2.2,2.17,9.5,2.4,97.5,10.31,13.3
10/22/15 0:00,12.79,337,8.47,23.67,2.3,2.2,9.5,2.4,97.9,10.36,13.3
10/21/15 23:45,12.8,337,8.48,25,2.2,2.13,8.2,2,98.3,10.4,13.3
10/21/15 23:30,12.8,335,8.47,22.47,2.2,2.12,8.8,2.2,98.1,10.38,13.3
10/21/15 23:15,12.78,329,8.46,23.37,2.3,2.2,8.1,2,97.8,10.34,13.3
10/21/15 23:00,12.8,327,8.48,23.78,2.3,2.24,8.4,2.1,98.8,10.45,13.4
10/21/15 22:45,12.72,318,8.46,21.98,2.3,2.27,9.6,2.4,97.3,10.31,13.3
10/21/15 22:30,12.71,315,8.48,24.72,2.5,2.42,11.8,2.9,98.1,10.39,13.4
10/21/15 22:15,12.73,315,8.51,26.28,2.6,2.52,11.6,2.9,99.3,10.52,13.4
10/21/15 22:00,12.73,314,8.48,23.84,2.5,2.47,11,2.7,98.5,10.43,13.4
10/21/15 21:45,12.75,317,8.51,23.23,2.5,2.45,12.4,3.1,99.1,10.49,13.4
10/21/15 21:30,12.79,319,8.49,22.66,2.4,2.35,12.7,3.1,99.1,10.49,13.4
10/21/15 21:15,12.81,321,8.54,23.85,2.5,2.42,13.8,3.4,101.3,10.7,13.4
10/21/15 21:00,12.81,317,8.53,22.2,2.4,2.28,6.9,1.7,100.8,10.66,13.4
10/21/15 20:45,12.78,315,8.55,22.98,2.5,2.43,22.5,5.6,102,10.79,13.4
10/21/15 20:30,12.75,313,8.53,20.36,2.4,2.33,8.2,2,100.5,10.63,13.4
10/21/15 20:15,12.76,312,8.58,21.51,2.5,2.41,8.8,2.2,102.9,10.89,13.4
10/21/15 20:00,12.75,311,8.57,21.21,2.5,2.39,9.9,2.5,102.6,10.86,13.4
10/21/15 19:45,12.78,311,8.62,21.91,2.4,2.33,12.3,3.1,105.2,11.13,13.4
10/21/15 19:30,12.78,311,8.65,21.57,2.5,2.38,8.9,2.2,106.8,11.3,13.4
10/21/15 19:15,12.77,311,8.64,24.16,2.5,2.4,18,4.5,105.9,11.2,13.4
10/21/15 19:00,12.75,311,8.62,24.66,2.3,2.26,9.8,2.4,104.6,11.07,13.5
10/21/15 18:45,12.73,310,8.63,23.06,2.3,2.25,8.4,2.1,104.7,11.09,13.5
10/21/15 18:30,12.71,311,8.62,26.05,2.5,2.39,9.3,2.3,105.1,11.14,13.5
10/21/15 18:15,12.71,310,8.65,31.15,2.6,2.53,9.2,2.3,107,11.34,13.5
10/21/15 18:00,12.72,310,8.68,27.74,2.5,2.39,10.4,2.6,108.5,11.49,13.7
10/21/15 17:45,12.69,311,8.68,37.69,2.7,2.56,8.5,2.1,108.1,11.46,13.9
10/21/15 17:30,12.65,310,8.66,30.23,2.6,2.52,7.8,1.9,107.2,11.37,13.9
10/21/15 17:15,12.64,310,8.69,32.79,2.8,2.72,10.9,2.7,108.7,11.53,14
10/21/15 17:00,12.6,310,8.67,28.85,2.3,2.23,6.9,1.7,107.6,11.42,14.1
10/21/15 16:45,12.55,311,8.64,21.16,2.3,2.25,11.1,2.8,105.8,11.25,14
10/21/15 16:30,12.51,310,8.67,22.14,2.4,2.33,7.3,1.8,107.8,11.47,14
10/21/15 16:15,12.52,310,8.68,21.57,2.3,2.22,9.8,2.4,108.7,11.57,14
10/21/15 16:00,12.44,311,8.65,22.21,2.5,2.38,8.2,2.1,106.4,11.34,14.1
10/21/15 15:45,12.39,312,8.63,20.69,2.4,2.35,13.9,3.4,105.9,11.3,14
10/21/15 15:30,12.38,312,8.65,37.94,2.4,2.36,8.3,2.1,107.1,11.43,14.1
10/21/15 15:15,12.24,311,8.65,21.25,2.4,2.37,25.2,6.2,106.9,11.45,14
10/21/15 15:00,12.23,312,8.63,23.53,2.6,2.47,15.4,3.8,106.4,11.4,14
10/21/15 14:45,12.21,314,8.6,18.48,2.3,2.24,15.2,3.8,105,11.25,14
10/21/15 14:30,12.14,314,8.64,19.2,2.4,2.32,7,1.7,106.2,11.4,14.1
10/21/15 14:15,12.02,314,8.63,20.9,2.5,2.38,9.7,2.4,106.3,11.44,14
10/21/15 14:00,11.98,316,8.62,20.22,2.4,2.34,8.4,2.1,106.1,11.43,14.1
10/21/15 13:45,11.9,320,8.56,22.97,2.5,2.43,8.7,2.2,103.5,11.17,14
10/21/15 13:30,11.86,322,8.57,17.44,2.1,2.04,8.2,2.1,104.6,11.3,14.1
10/21/15 13:15,11.81,323,8.58,17.38,2.2,2.1,8.8,2.2,105.2,11.38,14.7
10/21/15 13:00,11.66,324,8.57,18.41,2.2,2.14,10.8,2.7,104.2,11.31,14.7
10/21/15 12:45,11.54,326,8.52,19.44,2.2,2.18,9.7,2.4,102,11.1,14.6
10/21/15 12:30,11.45,327,8.49,22.71,2.4,2.3,9.6,2.4,99.8,10.88,14.7
10/21/15 12:15,11.5,329,8.51,20.2,2.3,2.2,10.2,2.5,101.5,11.06,14.6
10/21/15 12:00,11.41,330,8.48,21.51,2.4,2.34,10.4,2.6,100.2,10.93,14.7
10/21/15 11:45,11.36,329,8.48,24.57,2.6,2.47,11.1,2.8,100.1,10.93,14.4
10/21/15 11:30,11.35,330,8.46,21.23,2.2,2.15,10.5,2.6,99,10.83,14.7
10/21/15 11:15,11.32,330,8.42,22.7,2.5,2.44,10.9,2.7,97.6,10.67,14
10/21/15 11:00,11.32,331,8.42,24.39,2.5,2.43,11.1,2.8,97.6,10.67,14.2
10/21/15 10:45,11.3,331,8.42,24.72,2.5,2.44,11.3,2.8,97.3,10.64,14.2
10/21/15 10:30,11.29,331,8.41,29.36,2.8,2.69,12.6,3.1,97,10.61,14.3
10/21/15 10:15,11.31,331,8.39,27.9,2.5,2.42,10.9,2.7,96.7,10.58,14
10/21/15 10:00,11.29,330,8.38,25.28,2.4,2.29,11.4,2.8,96.2,10.53,14.3
10/21/15 9:45,11.26,331,8.37,25.9,2.4,2.36,9.6,2.4,95.6,10.47,14
10/21/15 9:30,11.23,331,8.34,27.85,2.4,2.33,9.9,2.5,94.3,10.33,14.1
10/21/15 9:15,11.15,331,8.29,27.71,2.4,2.32,8.4,2.1,91.8,10.08,14.7
10/21/15 9:00,11.13,331,8.29,33.06,2.9,2.83,10.8,2.7,91.8,10.09,14.7
10/21/15 8:45,11.11,330,8.28,27.02,2.5,2.38,10.9,2.7,91.3,10.03,14.7
10/21/15 8:30,11.15,333,8.32,25.96,2.5,2.46,10.9,2.7,92.5,10.16,14.3
10/21/15 8:15,11.13,332,8.26,26.58,2.7,2.61,9.8,2.4,89.8,9.86,13.6
10/21/15 8:00,11.14,332,8.29,26.75,2.7,2.6,10.4,2.6,91.3,10.02,13.2
10/21/15 7:45,11.16,332,8.31,26.18,2.6,2.53,10.2,2.5,91.4,10.03,13.1
10/21/15 7:30,11.19,335,8.28,23.03,2.5,2.43,9.5,2.4,91.3,10.02,13.1
10/21/15 7:15,11.2,335,8.32,23.47,2.5,2.45,9.1,2.3,92.3,10.12,13.1
10/21/15 7:00,11.25,335,8.29,23.67,2.4,2.34,9.3,2.3,91.3,10,13.1
10/21/15 6:45,11.23,333,8.29,22.73,2.4,2.32,8.3,2.1,91.5,10.03,13.1
10/21/15 6:30,11.22,330,8.3,21.98,2.4,2.36,8.5,2.1,91.6,10.04,13.1
